,Quarter,Region,State,Purpose,Trips
1591,1/07/2015,Australia's North West,Western Australia,Business,249.321058
1592,1/10/2015,Australia's North West,Western Australia,Business,291.6541781
1593,1/01/2016,Australia's North West,Western Australia,Business,171.2906706
1594,1/04/2016,Australia's North West,Western Australia,Business,208.5927617
1595,1/07/2016,Australia's North West,Western Australia,Business,296.80234
1596,1/10/2016,Australia's North West,Western Australia,Business,240.3941974
1597,1/01/1998,Australia's North West,Western Australia,Holiday,54.0893435
1598,1/04/1998,Australia's North West,Western Australia,Holiday,68.4940569
1599,1/07/1998,Australia's North West,Western Australia,Holiday,100.7228595
1600,1/10/1998,Australia's North West,Western Australia,Holiday,86.2648515
1601,1/01/1999,Australia's North West,Western Australia,Holiday,52.8519776
1602,1/04/1999,Australia's North West,Western Australia,Holiday,95.9357344
1603,1/07/1999,Australia's North West,Western Australia,Holiday,138.2289555
1604,1/10/1999,Australia's North West,Western Australia,Holiday,49.5378775
1605,1/01/2000,Australia's North West,Western Australia,Holiday,37.8861076
1606,1/04/2000,Australia's North West,Western Australia,Holiday,33.4286227
1607,1/07/2000,Australia's North West,Western Australia,Holiday,69.7581666
1608,1/10/2000,Australia's North West,Western Australia,Holiday,45.6488654
1609,1/01/2001,Australia's North West,Western Australia,Holiday,37.1880607
1610,1/04/2001,Australia's North West,Western Australia,Holiday,72.7032613
1611,1/07/2001,Australia's North West,Western Australia,Holiday,91.05979
1612,1/10/2001,Australia's North West,Western Australia,Holiday,51.8330307
1613,1/01/2002,Australia's North West,Western Australia,Holiday,20.8028051
1614,1/04/2002,Australia's North West,Western Australia,Holiday,33.3624468
1615,1/07/2002,Australia's North West,Western Australia,Holiday,81.2865917
1616,1/10/2002,Australia's North West,Western Australia,Holiday,48.4613627
1617,1/01/2003,Australia's North West,Western Australia,Holiday,16.1278869
1618,1/04/2003,Australia's North West,Western Australia,Holiday,53.2084025
1619,1/07/2003,Australia's North West,Western Australia,Holiday,62.7122478
1620,1/10/2003,Australia's North West,Western Australia,Holiday,37.3420989
1621,1/01/2004,Australia's North West,Western Australia,Holiday,29.829291
1622,1/04/2004,Australia's North West,Western Australia,Holiday,34.764692
1623,1/07/2004,Australia's North West,Western Australia,Holiday,89.675711
1624,1/10/2004,Australia's North West,Western Australia,Holiday,42.5634475
1625,1/01/2005,Australia's North West,Western Australia,Holiday,29.0806147
1626,1/04/2005,Australia's North West,Western Australia,Holiday,47.0367258
1627,1/07/2005,Australia's North West,Western Australia,Holiday,75.5993048
1628,1/10/2005,Australia's North West,Western Australia,Holiday,42.9227973
1629,1/01/2006,Australia's North West,Western Australia,Holiday,42.718918
1630,1/04/2006,Australia's North West,Western Australia,Holiday,67.061747
1631,1/07/2006,Australia's North West,Western Australia,Holiday,103.038409
1632,1/10/2006,Australia's North West,Western Australia,Holiday,46.395171
1633,1/01/2007,Australia's North West,Western Australia,Holiday,32.1755284
1634,1/04/2007,Australia's North West,Western Australia,Holiday,54.1302389
1635,1/07/2007,Australia's North West,Western Australia,Holiday,81.4224951
1636,1/10/2007,Australia's North West,Western Australia,Holiday,37.4077555
1637,1/01/2008,Australia's North West,Western Australia,Holiday,30.3627387
1638,1/04/2008,Australia's North West,Western Australia,Holiday,41.0952004
1639,1/07/2008,Australia's North West,Western Australia,Holiday,77.2446609
1640,1/10/2008,Australia's North West,Western Australia,Holiday,25.9780434
1641,1/01/2009,Australia's North West,Western Australia,Holiday,11.4126585
1642,1/04/2009,Australia's North West,Western Australia,Holiday,53.0337792
1643,1/07/2009,Australia's North West,Western Australia,Holiday,72.6435276
1644,1/10/2009,Australia's North West,Western Australia,Holiday,32.9719651
1645,1/01/2010,Australia's North West,Western Australia,Holiday,20.6513977
1646,1/04/2010,Australia's North West,Western Australia,Holiday,49.4276781
1647,1/07/2010,Australia's North West,Western Australia,Holiday,82.9034756
1648,1/10/2010,Australia's North West,Western Australia,Holiday,24.0438082
1649,1/01/2011,Australia's North West,Western Australia,Holiday,15.9052185
1650,1/04/2011,Australia's North West,Western Australia,Holiday,42.4807186
1651,1/07/2011,Australia's North West,Western Australia,Holiday,79.5791252
1652,1/10/2011,Australia's North West,Western Australia,Holiday,36.4092631
1653,1/01/2012,Australia's North West,Western Australia,Holiday,14.2704904
1654,1/04/2012,Australia's North West,Western Australia,Holiday,57.143527
1655,1/07/2012,Australia's North West,Western Australia,Holiday,93.932683
1656,1/10/2012,Australia's North West,Western Australia,Holiday,31.0083761
1657,1/01/2013,Australia's North West,Western Australia,Holiday,16.4406252
1658,1/04/2013,Australia's North West,Western Australia,Holiday,21.1465322
1659,1/07/2013,Australia's North West,Western Australia,Holiday,75.5949089
1660,1/10/2013,Australia's North West,Western Australia,Holiday,24.4305336
1661,1/01/2014,Australia's North West,Western Australia,Holiday,38.5820594
1662,1/04/2014,Australia's North West,Western Australia,Holiday,79.178468
1663,1/07/2014,Australia's North West,Western Australia,Holiday,64.8188509
1664,1/10/2014,Australia's North West,Western Australia,Holiday,31.5531287
1665,1/01/2015,Australia's North West,Western Australia,Holiday,16.9984144
1666,1/04/2015,Australia's North West,Western Australia,Holiday,51.9339803
1667,1/07/2015,Australia's North West,Western Australia,Holiday,96.703591
1668,1/10/2015,Australia's North West,Western Australia,Holiday,30.1409718
1669,1/01/2016,Australia's North West,Western Australia,Holiday,17.0980331
1670,1/04/2016,Australia's North West,Western Australia,Holiday,53.8100234
1671,1/07/2016,Australia's North West,Western Australia,Holiday,103.6958107
1672,1/10/2016,Australia's North West,Western Australia,Holiday,50.9344355
1673,1/01/1998,Australia's North West,Western Australia,Other,0.7126621
1674,1/04/1998,Australia's North West,Western Australia,Other,4.5401952
1675,1/07/1998,Australia's North West,Western Australia,Other,0
1676,1/10/1998,Australia's North West,Western Australia,Other,0.6168038
1677,1/01/1999,Australia's North West,Western Australia,Other,0
1678,1/04/1999,Australia's North West,Western Australia,Other,15.0684568
1679,1/07/1999,Australia's North West,Western Australia,Other,1.294125
1680,1/10/1999,Australia's North West,Western Australia,Other,0
1681,1/01/2000,Australia's North West,Western Australia,Other,0.5333772
1682,1/04/2000,Australia's North West,Western Australia,Other,6.1108071
1683,1/07/2000,Australia's North West,Western Australia,Other,3.299912
1684,1/10/2000,Australia's North West,Western Australia,Other,0.5056466
1685,1/01/2001,Australia's North West,Western Australia,Other,2.8753774
1686,1/04/2001,Australia's North West,Western Australia,Other,0.7223215
1687,1/07/2001,Australia's North West,Western Australia,Other,0.6165059
1688,1/10/2001,Australia's North West,Western Australia,Other,4.6259099
1689,1/01/2002,Australia's North West,Western Australia,Other,1.6748049
1690,1/04/2002,Australia's North West,Western Australia,Other,1.8227848
1691,1/07/2002,Australia's North West,Western Australia,Other,8.0526157
1692,1/10/2002,Australia's North West,Western Australia,Other,12.2424057
1693,1/01/2003,Australia's North West,Western Australia,Other,2.6698941
1694,1/04/2003,Australia's North West,Western Australia,Other,0.9125508
1695,1/07/2003,Australia's North West,Western Australia,Other,0.4891942
1696,1/10/2003,Australia's North West,Western Australia,Other,2.8463874
1697,1/01/2004,Australia's North West,Western Australia,Other,5.0550539
1698,1/04/2004,Australia's North West,Western Australia,Other,0
1699,1/07/2004,Australia's North West,Western Australia,Other,7.5134943
1700,1/10/2004,Australia's North West,Western Australia,Other,6.2195324
1701,1/01/2005,Australia's North West,Western Australia,Other,3.4370423
1702,1/04/2005,Australia's North West,Western Australia,Other,8.1162196
1703,1/07/2005,Australia's North West,Western Australia,Other,3.1117133
1704,1/10/2005,Australia's North West,Western Australia,Other,2.9053157
1705,1/01/2006,Australia's North West,Western Australia,Other,3.13482
1706,1/04/2006,Australia's North West,Western Australia,Other,5.594366
1707,1/07/2006,Australia's North West,Western Australia,Other,4.40537
1708,1/10/2006,Australia's North West,Western Australia,Other,7.428478
1709,1/01/2007,Australia's North West,Western Australia,Other,4.8203667
1710,1/04/2007,Australia's North West,Western Australia,Other,2.823885
1711,1/07/2007,Australia's North West,Western Australia,Other,0
1712,1/10/2007,Australia's North West,Western Australia,Other,2.0815596
1713,1/01/2008,Australia's North West,Western Australia,Other,0.3007498
1714,1/04/2008,Australia's North West,Western Australia,Other,3.1690739
1715,1/07/2008,Australia's North West,Western Australia,Other,1.5476354
1716,1/10/2008,Australia's North West,Western Australia,Other,0.6701125
1717,1/01/2009,Australia's North West,Western Australia,Other,4.0772385
1718,1/04/2009,Australia's North West,Western Australia,Other,10.7091621
1719,1/07/2009,Australia's North West,Western Australia,Other,2.0113156
1720,1/10/2009,Australia's North West,Western Australia,Other,1.1005865
1721,1/01/2010,Australia's North West,Western Australia,Other,0
1722,1/04/2010,Australia's North West,Western Australia,Other,2.0065658
1723,1/07/2010,Australia's North West,Western Australia,Other,1.1314026
1724,1/10/2010,Australia's North West,Western Australia,Other,0
1725,1/01/2011,Australia's North West,Western Australia,Other,2.7394102
1726,1/04/2011,Australia's North West,Western Australia,Other,0
1727,1/07/2011,Australia's North West,Western Australia,Other,1.9587377
1728,1/10/2011,Australia's North West,Western Australia,Other,0.9036081
1729,1/01/2012,Australia's North West,Western Australia,Other,0
1730,1/04/2012,Australia's North West,Western Australia,Other,1.8667651
1731,1/07/2012,Australia's North West,Western Australia,Other,0
1732,1/10/2012,Australia's North West,Western Australia,Other,1.1202567
1733,1/01/2013,Australia's North West,Western Australia,Other,0
1734,1/04/2013,Australia's North West,Western Australia,Other,1.9897093
1735,1/07/2013,Australia's North West,Western Australia,Other,3.9807025
1736,1/10/2013,Australia's North West,Western Australia,Other,2.263314
1737,1/01/2014,Australia's North West,Western Australia,Other,3.2124021
1738,1/04/2014,Australia's North West,Western Australia,Other,3.2750083
1739,1/07/2014,Australia's North West,Western Australia,Other,0
1740,1/10/2014,Australia's North West,Western Australia,Other,5.1526325
1741,1/01/2015,Australia's North West,Western Australia,Other,2.986076
1742,1/04/2015,Australia's North West,Western Australia,Other,0
1743,1/07/2015,Australia's North West,Western Australia,Other,0.1360482
1744,1/10/2015,Australia's North West,Western Australia,Other,1.4533245
1745,1/01/2016,Australia's North West,Western Australia,Other,0.2128028
1746,1/04/2016,Australia's North West,Western Australia,Other,1.4841813
1747,1/07/2016,Australia's North West,Western Australia,Other,1.4815719
1748,1/10/2016,Australia's North West,Western Australia,Other,4.8802061
1749,1/01/1998,Australia's North West,Western Australia,Visiting,14.8360696
1750,1/04/1998,Australia's North West,Western Australia,Visiting,18.992085
1751,1/07/1998,Australia's North West,Western Australia,Visiting,21.6768249
1752,1/10/1998,Australia's North West,Western Australia,Visiting,17.9860513
1753,1/01/1999,Australia's North West,Western Australia,Visiting,7.4753134
1754,1/04/1999,Australia's North West,Western Australia,Visiting,52.6339432
1755,1/07/1999,Australia's North West,Western Australia,Visiting,33.2173456
1756,1/10/1999,Australia's North West,Western Australia,Visiting,5.8504414
1757,1/01/2000,Australia's North West,Western Australia,Visiting,2.2844809
1758,1/04/2000,Australia's North West,Western Australia,Visiting,18.295545
1759,1/07/2000,Australia's North West,Western Australia,Visiting,8.1760906
1760,1/10/2000,Australia's North West,Western Australia,Visiting,14.0453453
1761,1/01/2001,Australia's North West,Western Australia,Visiting,8.1289924
1762,1/04/2001,Australia's North West,Western Australia,Visiting,21.535612
1763,1/07/2001,Australia's North West,Western Australia,Visiting,10.2084481
1764,1/10/2001,Australia's North West,Western Australia,Visiting,9.515222
1765,1/01/2002,Australia's North West,Western Australia,Visiting,9.0142963
1766,1/04/2002,Australia's North West,Western Australia,Visiting,11.7312896
1767,1/07/2002,Australia's North West,Western Australia,Visiting,27.4541223
1768,1/10/2002,Australia's North West,Western Australia,Visiting,10.8999428
1769,1/01/2003,Australia's North West,Western Australia,Visiting,20.9843952
1770,1/04/2003,Australia's North West,Western Australia,Visiting,4.2788293
1771,1/07/2003,Australia's North West,Western Australia,Visiting,29.874896
1772,1/10/2003,Australia's North West,Western Australia,Visiting,27.5100618
1773,1/01/2004,Australia's North West,Western Australia,Visiting,15.9461762
1774,1/04/2004,Australia's North West,Western Australia,Visiting,8.8512565
1775,1/07/2004,Australia's North West,Western Australia,Visiting,19.5751307
1776,1/10/2004,Australia's North West,Western Australia,Visiting,17.1937976
1777,1/01/2005,Australia's North West,Western Australia,Visiting,8.9873562
1778,1/04/2005,Australia's North West,Western Australia,Visiting,18.90543
1779,1/07/2005,Australia's North West,Western Australia,Visiting,15.0749139
1780,1/10/2005,Australia's North West,Western Australia,Visiting,10.0858192
1781,1/01/2006,Australia's North West,Western Australia,Visiting,17.983795
1782,1/04/2006,Australia's North West,Western Australia,Visiting,17.376743
1783,1/07/2006,Australia's North West,Western Australia,Visiting,29.685496
1784,1/10/2006,Australia's North West,Western Australia,Visiting,23.680721
1785,1/01/2007,Australia's North West,Western Australia,Visiting,12.4138558
1786,1/04/2007,Australia's North West,Western Australia,Visiting,15.1693139
1787,1/07/2007,Australia's North West,Western Australia,Visiting,11.5361182
1788,1/10/2007,Australia's North West,Western Australia,Visiting,13.0483573
1789,1/01/2008,Australia's North West,Western Australia,Visiting,3.7655651
1790,1/04/2008,Australia's North West,Western Australia,Visiting,15.4405775
1791,1/07/2008,Australia's North West,Western Australia,Visiting,26.6777694
